Name,GP,MIN,FGA,FG%,EFG%,FTM,FT%,OREB,DREB,AST,STL,BLK,TOV,Target
Sebastian Telfair,68,19.6,6.3,39.3,42.1,1.5,78.9,0.1,1.4,3.3,0.5,0.1,1.8,1
Matt Freije,23,19.2,5.5,29.1,34.5,0.2,62.5,0.7,2.0,0.9,0.6,0.1,0.7,0
Matt Bonner,82,18.9,5.6,53.3,58.0,0.7,78.9,1.3,2.2,0.6,0.5,0.2,0.5,1
David Harrison,43,17.7,4.3,57.6,58.1,1.2,57.1,1.1,2.0,0.3,0.4,1.3,1.2,0
Trevor Ariza,80,17.3,4.9,44.2,44.9,1.5,69.5,1.1,1.9,1.1,0.9,0.2,0.9,1
Nick Collison,82,17.0,4.3,53.7,53.5,1.0,70.3,1.9,2.7,0.4,0.4,0.6,0.8,1
Tony Allen,77,16.4,5.0,47.5,50.0,1.5,73.7,1.1,1.8,0.8,1.0,0.3,1.0,1
Devin Harris,76,15.4,4.8,42.9,50.0,1.0,75.7,0.4,1.0,2.2,1.0,0.3,1.1,1
Jackson Vroman,46,15.3,4.3,41.2,41.9,1.0,64.0,1.4,2.4,0.9,0.5,0.4,1.4,0
Al Jefferson,71,14.8,5.2,52.8,51.9,1.2,63.0,1.7,2.7,0.3,0.3,0.8,0.9,1
Billy Thomas,25,14.2,3.8,36.2,46.1,0.3,77.8,0.3,1.2,0.7,0.6,0.0,0.4,0
Kirk Snyder,68,13.3,4.8,37.2,41.7,0.9,66.7,0.7,1.0,0.5,0.4,0.3,0.8,0
Royal Ivey,62,13.0,3.2,42.9,43.8,0.8,70.1,0.3,1.0,1.7,0.6,0.1,0.9,1
Kris Humphries,67,13.0,4.3,40.4,39.5,0.7,43.6,1.1,1.9,0.6,0.4,0.3,0.8,1
Delonte West,39,13.0,4.0,42.6,50.0,0.5,70.4,0.4,1.3,1.4,0.5,0.2,0.6,1
Andre Barrett,38,12.7,3.3,36.3,42.4,0.4,73.7,0.3,0.8,1.8,0.5,0.0,0.7,0
Lionel Chalmers,36,12.0,3.5,33.6,38.6,0.4,62.5,0.1,0.8,1.4,0.4,0.0,0.7,0
Jerian Grant,76,16.6,5.1,39.4,42.2,1.3,78.0,0.3,1.6,2.3,0.7,0.1,1.1,0
Donta Smith,38,11.4,3.0,38.9,43.3,0.9,68.8,0.5,0.9,1.0,0.6,0.1,0.7,0
James Thomas,11,10.6,1.8,60.0,61.1,0.2,33.3,1.5,1.8,0.4,0.4,0.4,0.6,0
Kevin Martin,45,10.1,2.6,38.5,40.4,0.8,65.5,0.6,0.6,0.5,0.4,0.1,0.5,1
LeBron James,79,39.5,18.9,41.7,43.9,4.4,75.4,1.3,4.2,5.9,1.6,0.7,3.5,1
Carmelo Anthony,82,36.5,17.9,42.6,44.7,5.0,77.7,2.2,3.8,2.8,1.2,0.5,3.0,1
Kirk Hinrich,76,35.6,10.8,38.6,47.7,1.8,80.4,0.6,2.9,6.8,1.3,0.3,2.7,1
Dwyane Wade,61,34.9,13.1,46.5,47.7,3.8,74.7,1.4,2.7,4.5,1.4,0.6,3.2,1
Chris Bosh,75,33.5,9.5,45.9,46.8,2.7,70.1,2.5,4.9,1.0,0.8,1.4,1.4,1
Jarvis Hayes,70,29.2,9.9,40.0,43.4,1.1,78.6,1.0,2.8,1.5,1.0,0.2,1.6,1
T.J. Ford,55,26.8,7.2,38.4,39.6,1.5,81.6,0.7,2.5,6.5,1.1,0.1,2.5,1
Keith Bogans,73,24.5,6.2,40.3,47.6,0.9,63.1,1.5,2.9,1.3,0.6,0.1,1.0,1
Udonis Haslem,75,23.9,6.0,45.9,45.0,1.9,76.5,2.5,3.8,0.7,0.4,0.3,1.0,1
Josh Howard,67,23.7,7.9,43.0,44.9,1.4,70.3,2.2,3.3,1.4,1.0,0.8,1.0,1
Chris Kaman,82,22.5,5.3,46.0,45.3,1.2,69.7,1.5,4.1,1.0,0.3,0.9,1.9,1
Tyus Jones,37,15.5,4.2,35.9,40.5,0.8,71.8,0.2,1.1,2.9,0.8,0.1,0.9,0
Matt Barnes,38,19.1,3.6,45.7,48.6,1.1,70.5,1.4,2.6,1.3,0.7,0.1,1.2,1
Ronald Dupree,47,19.0,6.0,39.4,40.8,1.4,62.9,1.2,2.4,1.2,0.7,0.4,1.1,1
Steve Blake,75,18.6,5.4,38.6,48.1,0.7,82.1,0.2,1.3,2.8,0.8,0.1,1.7,1
Marquis Daniels,56,18.6,7.3,49.4,50.7,1.1,76.9,1.2,1.4,2.1,0.9,0.2,0.8,1
Linton Johnson,41,17.9,5.0,35.5,38.0,0.5,59.5,1.4,3.0,0.7,0.9,0.8,0.9,1
Marcus Banks,81,17.1,5.5,40.0,42.7,1.2,75.6,0.4,1.3,2.2,1.1,0.2,1.5,1
Luke Ridnour,69,16.1,5.1,41.4,45.1,0.9,82.3,0.5,1.1,2.4,0.8,0.1,1.2,1
Willie Green,53,14.5,6.7,40.1,43.3,1.1,72.8,0.3,0.9,1.0,0.5,0.1,1.1,1
Chris McCullough,24,15.1,4.5,40.4,45.6,0.5,47.8,1.0,1.8,0.4,1.2,0.5,0.6,0
Mo Williams,57,13.5,5.3,38.0,39.6,0.8,78.6,0.4,0.9,1.3,0.5,0.0,0.9,1
David West,71,13.1,3.2,47.4,46.9,0.8,71.3,1.6,2.5,0.8,0.4,0.4,0.7,1
Brian Cook,35,12.6,4.0,47.5,47.5,0.6,75.0,0.9,2.0,0.6,0.5,0.5,0.5,1
Travis Hansen,41,12.4,3.2,35.4,37.5,0.5,81.5,0.7,1.0,0.5,0.2,0.2,0.4,0
Kyle Korver,74,11.9,4.4,35.2,48.9,0.3,79.2,0.4,1.1,0.5,0.3,0.1,0.6,1
Norman Powell,49,14.8,4.7,42.4,50.0,0.9,81.1,0.3,1.9,1.0,0.6,0.2,0.7,0
Brandon Hunter,36,11.3,3.2,45.7,46.9,0.5,44.2,1.4,1.9,0.5,0.4,0.0,0.6,0
Jason Kapono,41,10.4,3.1,40.3,50.0,0.5,83.3,0.5,0.9,0.3,0.3,0.1,0.5,1
Luke Walton,72,10.1,2.1,42.5,47.6,0.4,70.5,0.5,1.2,1.6,0.4,0.1,0.6,1
Reece Gaines,38,9.6,2.3,29.1,32.6,0.4,64.0,0.2,0.8,1.1,0.3,0.1,0.5,0
Richie Frahm,54,8.7,2.6,45.3,57.7,0.4,88.5,0.2,0.8,0.4,0.3,0.1,0.1,0
Matt Carroll,16,4.4,1.0,43.8,45.0,0.3,66.7,0.1,0.3,0.1,0.1,0.0,0.4,1
Caron Butler,78,36.6,13.2,41.6,43.2,4.0,82.4,1.7,3.4,2.7,1.8,0.4,2.5,1
Jonathon Simmons,55,14.8,4.4,50.4,53.4,1.3,75.0,0.3,1.5,1.1,0.4,0.1,1.0,0
Amar'e Stoudemire,82,31.3,10.1,47.2,47.5,3.9,66.1,3.0,5.7,1.0,0.8,1.1,2.3,1
Dajuan Wagner,47,29.5,12.9,36.9,41.1,2.7,80.0,0.4,1.3,2.8,0.8,0.1,1.8,0
Drew Gooden,70,26.8,11.1,45.7,46.8,2.2,71.2,2.3,4.2,1.2,0.8,0.5,2.1,1
Jay Williams,75,26.1,9.1,39.9,44.5,1.4,64.0,0.4,2.2,4.7,1.1,0.2,2.3,0
Carlos Rogers,81,25.3,7.6,53.6,53.9,1.8,77.1,2.5,5.0,1.3,0.7,0.6,1.3,1
Carlos Rogers,49,20.8,6.9,52.9,53.6,1.6,52.1,2.2,3.5,0.8,0.5,1.1,1.7,1
Junior Harrington,82,24.4,5.7,36.2,37.7,0.9,65.2,0.5,2.5,3.4,1.0,0.2,1.9,0
J.R. Bremer,64,23.5,7.3,36.9,47.9,1.3,76.6,0.3,2.0,2.6,0.6,0.1,0.9,0
Dorian Finney-Smith,33,22.8,4.6,40.5,51.1,0.6,76.0,0.7,2.2,1.0,0.6,0.3,0.7,0
Rashad Vaughn,70,14.3,3.8,30.5,39.5,0.2,80.0,0.2,1.1,0.6,0.4,0.2,0.4,0
Vincent Yarbrough,59,23.4,7.3,39.3,41.1,0.8,79.0,0.6,2.1,2.2,1.0,0.6,1.4,0
Rasual Butler,72,21.0,7.9,36.2,41.1,1.1,73.1,0.4,2.2,1.3,0.3,0.6,1.1,1
Reggie Evans,67,20.4,2.1,47.1,47.6,1.2,51.9,2.5,4.1,0.5,0.6,0.2,0.8,1
Smush Parker,66,16.7,5.1,40.2,47.1,1.5,83.1,0.4,1.4,2.5,0.7,0.2,2.0,1
Mike Batiste,75,16.6,6.2,42.2,43.5,0.9,78.4,1.1,2.3,0.7,0.6,0.2,0.9,0
Mike Dunleavy,82,15.9,5.1,40.3,45.1,1.0,78.0,0.8,1.8,1.3,0.7,0.2,1.1,1
Jarell Martin,27,14.1,4.3,46.6,46.5,1.7,72.6,1.4,1.7,0.6,0.3,0.3,0.7,0
Casey Jacobsen,72,15.9,4.5,37.3,45.6,1.0,68.6,0.4,0.8,1.0,0.5,0.1,0.8,0
Juan Dixon,42,15.4,6.5,38.4,43.1,0.9,80.4,0.3,1.4,1.0,0.6,0.1,1.0,1
Melvin Ely,52,15.4,3.6,49.5,50.0,1.0,70.3,1.2,2.1,0.3,0.2,0.6,1.0,1
Mike Wilks,46,15.0,3.2,33.8,37.5,0.8,78.7,0.4,1.1,2.0,0.6,0.1,0.6,1
Sean Lampley,35,13.9,3.7,43.4,43.2,1.6,69.5,0.7,1.6,0.9,0.2,0.1,0.7,0
Chris Jefferies,51,13.1,3.8,38.7,44.7,0.6,67.4,0.3,0.8,0.4,0.4,0.3,0.9,0
Lonny Baxter,55,12.4,3.7,46.6,45.9,1.3,68.0,1.2,1.8,0.3,0.2,0.4,0.8,0
Juaquin Hawkins,58,11.8,2.6,38.5,42.3,0.2,50.0,0.3,1.1,0.8,0.5,0.1,0.5,0
Richaun Holmes,51,13.8,4.4,51.4,52.3,1.0,68.9,1.2,1.4,0.6,0.4,0.8,0.6,0
Kareem Rush,76,11.5,3.2,39.3,45.3,0.2,69.6,0.3,0.9,0.9,0.1,0.1,0.8,1
Marcus Haislip,39,11.3,3.9,43.1,44.9,0.7,68.4,0.5,0.8,0.2,0.2,0.5,0.5,0
Chris Wilcox,46,10.4,3.0,52.1,53.3,0.5,50.0,0.7,1.6,0.5,0.1,0.3,0.6,1
Dan Dickau,50,10.3,3.4,41.2,47.1,0.4,80.8,0.2,0.7,1.7,0.3,0.0,1.1,1
Tayshaun Prince,42,10.4,2.8,44.9,55.4,0.3,64.7,0.1,1.0,0.6,0.2,0.3,0.5,1
Ryan Humphrey,48,9.3,2.5,29.2,28.0,0.5,59.0,0.7,1.4,0.2,0.2,0.4,0.5,0
John Salmons,64,7.9,1.8,41.4,50.0,0.4,74.3,0.3,0.7,0.7,0.3,0.1,0.5,1
Tamar Slay,36,7.6,2.9,37.9,41.4,0.2,70.0,0.2,0.6,0.4,0.4,0.1,0.6,0
Qyntel Woods,53,6.3,2.2,50.0,52.3,0.1,35.0,0.3,0.7,0.2,0.3,0.0,0.4,0
Cameron Payne,57,12.2,4.9,41.0,46.9,0.3,79.2,0.2,1.3,1.9,0.6,0.1,0.8,0
Adam Harrington,19,5.8,1.9,29.7,39.5,0.2,75.0,0.1,0.4,0.6,0.1,0.1,0.1,0
Shane Battier,78,39.7,12.3,42.9,48.4,2.5,70.0,2.3,3.1,2.8,1.6,1.0,2.0,1
Jason Richardson,80,32.9,13.6,42.6,46.3,1.8,67.1,1.6,2.7,3.0,1.3,0.4,2.0,1
Jamaal Tinsley,80,30.5,9.5,38.0,40.5,1.6,70.4,1.0,2.8,8.1,1.7,0.5,3.4,1
Sonny Parker,77,29.4,8.3,41.9,47.0,1.4,67.5,0.4,2.1,4.3,1.2,0.1,2.0,1
Trenton Hassell,78,28.7,8.1,42.5,46.9,1.1,76.3,0.8,2.4,2.2,0.7,0.6,1.3,1
Justin Anderson,55,11.8,3.2,40.6,46.9,0.8,80.0,0.3,2.1,0.5,0.3,0.5,0.4,0
Eddie Griffin,73,26.0,9.1,36.6,42.9,0.9,74.4,1.6,4.1,0.7,0.2,1.8,0.6,1
Joe Johnson,77,24.9,7.6,43.0,46.7,0.5,77.4,1.0,2.4,2.3,0.8,0.3,0.9,1
Gilbert Arenas,47,24.6,8.2,45.3,50.0,2.6,77.5,0.9,1.9,3.7,1.5,0.2,2.1,1
Richard Jefferson,79,24.3,7.5,45.7,46.7,2.4,71.3,1.1,2.6,1.8,0.8,0.6,1.4,1
Speedy Claxton,67,22.8,6.7,40.0,41.0,1.7,83.8,0.7,1.7,3.0,1.4,0.1,1.4,1
Jarron Collins,70,20.6,4.9,46.1,46.9,1.9,74.0,2.0,2.3,0.8,0.4,0.3,0.8,1
Brendan Haywood,62,20.4,3.6,49.3,50.0,1.6,60.6,2.3,2.9,0.5,0.3,1.5,0.8,1
Tyson Chandler,71,19.6,4.3,49.7,48.8,1.9,60.4,1.6,3.2,0.8,0.4,1.3,1.4,1
Jason Collins,77,18.3,3.6,42.1,41.7,1.5,70.1,1.7,2.2,1.1,0.4,0.6,0.9,1
Troy Murphy,82,17.7,5.2,42.1,42.3,1.5,77.6,1.2,2.7,0.9,0.4,0.3,1.0,1
Terence Morris,68,16.3,4.3,38.4,39.5,0.3,64.3,1.1,2.0,0.9,0.3,0.4,0.7,0
Eddy Curry,72,16.0,5.2,50.1,50.0,1.5,65.6,1.5,2.2,0.3,0.2,0.7,1.0,1
Kenny Satterfield,36,15.6,5.5,36.7,38.2,1.0,78.3,0.5,1.0,3.0,0.9,0.0,1.5,0
Earl Watson,64,15.1,3.3,45.3,50.0,0.4,63.9,0.5,0.8,2.0,0.9,0.1,0.8,1
Kwame Brown,57,14.3,4.3,38.7,37.2,1.2,70.7,1.1,2.4,0.8,0.3,0.5,0.8,1
Will Solomon,62,14.1,5.3,34.1,40.6,0.8,67.1,0.2,0.9,1.5,0.6,0.1,1.0,0
Lamar Patterson,35,11.3,2.3,35.0,41.3,0.5,72.7,0.1,1.3,1.1,0.3,0.1,0.7,0
Etan Thomas,47,13.1,3.2,53.6,53.1,0.9,55.4,1.2,2.7,0.1,0.4,0.7,0.6,1
Tierre Brown,40,10.1,2.9,42.6,43.1,0.5,75.0,0.3,0.8,1.8,0.5,0.1,1.0,0
Steven Hunter,53,9.7,2.8,45.6,46.4,1.0,58.5,0.8,1.1,0.1,0.1,0.8,0.3,1
Loren Woods,60,8.6,1.6,34.4,37.5,0.7,73.3,0.8,1.3,0.4,0.3,0.6,0.6,1
Alton Ford,53,8.5,2.2,51.7,54.5,0.8,73.7,0.6,1.4,0.1,0.1,0.1,0.6,0
Gerald Wallace,54,8.0,3.2,42.9,43.8,0.4,50.0,0.9,0.7,0.5,0.3,0.1,0.4,1
Joe Crispin,21,7.4,3.2,38.2,48.4,0.6,92.3,0.1,0.4,1.2,0.2,0.0,0.5,0
Zach Randolph,41,5.8,2.6,44.9,46.2,0.4,66.7,0.8,0.9,0.3,0.2,0.1,0.4,1
Brandon Armstrong,35,5.6,2.4,31.8,35.4,0.1,50.0,0.3,0.2,0.2,0.2,0.0,0.2,0
Willie Reed,39,10.9,3.4,57.1,55.9,0.8,54.5,1.3,1.9,0.3,0.1,0.8,0.4,0
Kenyon Martin,68,33.4,11.4,44.5,44.7,1.8,63.0,2.0,5.4,1.9,1.1,1.7,2.0,1
Marc Jackson,48,29.4,10.6,46.7,46.7,3.2,80.2,2.5,5.0,1.2,0.7,0.6,1.9,1
Mike Miller,82,29.1,10.3,43.6,52.4,1.1,71.1,0.8,3.2,1.7,0.6,0.2,1.2,1
Darius Miles,81,26.3,7.8,50.5,50.0,1.5,52.1,1.6,4.3,1.2,0.6,1.5,1.8,1
Morris Peterson,80,22.6,8.4,43.1,47.6,1.3,71.7,1.4,1.8,1.3,0.8,0.3,1.0,1
Chris Porter,51,22.5,8.7,38.9,39.1,1.8,66.7,1.7,2.0,1.2,0.9,0.1,1.2,0
Marcus Fizer,72,21.9,9.0,43.0,43.9,1.6,72.7,1.1,3.3,1.1,0.4,0.3,1.7,1
Stephen Jackson,77,21.6,7.4,42.5,48.0,1.3,71.9,0.5,2.2,1.8,1.1,0.2,1.7,1
Courtney Alexander,65,21.3,8.8,41.7,43.8,1.9,82.0,0.6,1.6,1.0,0.7,0.1,1.1,0
Chris Mihm,59,19.8,6.6,44.2,43.9,1.7,79.4,1.8,2.9,0.3,0.3,0.9,1.4,1
Kelly Oubre,63,10.7,3.3,42.7,48.5,0.5,63.3,0.4,1.7,0.2,0.3,0.1,0.5,0
Desmond Mason,78,19.5,5.6,43.1,44.6,0.9,73.6,0.9,2.3,0.8,0.5,0.3,0.7,1
Khalid El-Amin,50,18.7,6.2,37.0,41.9,1.1,77.8,0.4,1.2,2.9,1.0,0.0,1.1,0
Quentin Richardson,76,17.9,6.9,44.2,50.0,1.3,62.7,1.4,2.0,0.8,0.6,0.1,0.8,1
Mark Blount,64,17.2,3.1,50.5,51.6,0.7,69.7,1.5,2.1,0.5,0.6,1.2,1.0,1
Jamal Crawford,61,17.2,5.0,35.2,43.0,0.4,79.4,0.1,1.3,2.3,0.7,0.2,1.4,1
DerMarr Johnson,78,16.8,5.0,37.4,43.0,0.8,73.6,0.7,1.6,0.8,0.6,0.4,1.2,1
Stromile Swift,80,16.4,4.2,45.1,45.2,1.1,60.3,1.4,2.2,0.4,0.8,1.0,0.8,1
Keyon Dooling,76,16.3,4.8,40.9,43.8,1.6,69.8,0.1,1.1,2.3,0.5,0.1,1.2,1
Mateen Cleaves,78,16.3,5.1,40.0,42.2,1.2,70.8,0.3,1.4,2.7,0.6,0.0,1.8,1
Mike Penberthy,53,16.1,4.2,41.4,52.4,0.5,90.3,0.2,1.0,1.3,0.4,0.0,0.6,0
Lee Nailon,42,11.2,3.2,48.5,50.0,0.8,74.4,0.7,1.5,0.6,0.2,0.1,0.6,1
Eddie House,50,11.0,4.9,42.1,46.9,0.5,68.6,0.1,0.7,1.0,0.3,0.0,0.7,1
Paul McPherson,55,10.8,3.9,50.5,51.3,0.8,72.4,0.7,0.7,0.7,0.5,0.1,0.8,0
Daniel Santiago,54,10.8,2.5,47.8,48.0,0.8,68.9,0.6,1.2,0.2,0.3,0.4,0.9,0
Isaiah Whitehead,25,22.6,6.4,41.3,44.5,0.9,76.7,0.2,2.0,3.0,0.7,0.5,2.2,0
Darrun Hilliard,38,10.1,3.4,39.7,48.5,0.8,72.5,0.1,1.1,0.7,0.2,0.0,0.5,0
Mark Madsen,70,9.2,1.6,48.7,50.0,0.4,70.3,1.1,1.1,0.3,0.1,0.1,0.4,1
DeShawn Stevenson,40,7.3,2.3,34.1,34.8,0.7,68.4,0.2,0.5,0.5,0.3,0.1,0.7,1
Elton Brand,81,37.0,16.1,48.2,48.4,4.5,68.5,4.3,5.7,1.9,0.8,1.6,2.8,1
Lamar Odom,76,36.4,13.5,43.8,46.7,4.0,71.9,2.1,5.7,4.2,1.2,1.3,3.4,1
Steve Francis,77,36.1,14.5,44.5,49.7,3.7,78.6,2.0,3.3,6.6,1.5,0.4,4.0,1
Metta World Peace,72,31.1,10.5,40.7,44.8,2.6,67.4,0.9,3.4,2.8,1.6,0.5,2.3,1
Walt Szczerbiak,73,29.7,9.2,51.1,53.3,1.8,82.6,1.2,2.5,2.8,0.8,0.3,1.1,0
Adrian Griffin,72,26.8,5.7,42.4,43.9,1.7,75.3,1.8,3.4,2.5,1.6,0.2,1.3,1
Andre Miller,82,25.5,9.2,44.9,45.1,2.8,77.4,1.0,2.4,5.8,1.0,0.2,2.0,1
James Posey,81,25.3,6.6,42.9,50.0,1.5,80.0,1.0,2.9,1.8,1.2,0.4,1.2,1
Kenny Thomas,72,25.0,7.4,39.9,41.9,1.9,66.0,2.0,4.0,1.6,0.8,0.3,1.6,1
Shawn Marion,51,24.7,9.2,47.1,48.4,1.4,84.7,2.1,4.5,1.4,0.8,1.0,1.0,1
Vonteego Cummings,75,23.9,8.7,40.5,44.3,1.7,75.1,0.8,1.7,3.3,1.2,0.2,1.8,0
Anthony Carter,79,23.5,6.4,39.5,39.1,1.2,75.0,0.6,1.9,4.8,1.2,0.1,2.2,1
Jason Terry,81,23.3,7.4,41.5,45.9,1.4,80.7,0.3,1.8,4.3,1.1,0.1,1.9,1
Chucky Atkins,82,19.8,9.0,42.4,46.1,1.2,72.9,0.2,1.3,3.7,0.6,0.0,1.7,1
Richard Hamilton,71,19.3,8.5,42.0,44.7,1.5,77.4,0.5,1.3,1.5,0.4,0.1,1.2,1
Greg Buckner,48,19.2,4.9,47.6,49.0,0.9,68.3,1.2,2.5,1.1,0.8,0.4,0.8,1
Langston Galloway,45,32.4,11.4,39.9,45.6,1.4,80.8,0.8,3.4,3.3,1.2,0.3,1.4,0
Baron Davis,82,18.6,5.3,42.0,44.3,1.2,63.4,0.6,1.4,3.8,1.2,0.2,1.7,1
Corey Maggette,77,17.8,6.1,47.8,47.5,2.5,75.1,1.6,2.3,0.8,0.3,0.3,1.8,1
Eddie Robinson,67,16.6,5.8,54.9,55.2,0.7,73.4,0.8,1.9,0.5,0.7,0.4,0.6,1
Michael Ruffin,71,13.7,1.9,42.0,42.1,0.6,48.9,1.6,1.9,0.6,0.4,0.4,0.8,1
Chris Herren,45,13.3,2.8,36.3,44.6,0.6,67.5,0.3,0.9,2.5,0.3,0.0,0.9,0
Quincy Lewis,74,12.1,4.0,37.2,41.2,0.5,73.1,0.6,0.9,0.5,0.3,0.2,0.6,0
Ryan Bowen,52,11.3,2.3,39.3,39.1,0.7,71.7,1.4,0.8,0.4,0.8,0.3,0.3,1
Cal Bowdler,46,9.2,2.5,42.6,44.0,0.5,63.2,0.5,1.4,0.3,0.3,0.2,0.5,0
Scott Padgett,47,9.2,3.0,31.4,35.0,0.4,70.4,0.5,1.4,0.5,0.3,0.2,0.5,1
Nerlens Noel,75,30.8,8.7,46.2,46.0,1.9,60.9,2.5,5.7,1.7,1.8,1.9,1.9,0
Roy Rogers,40,8.9,2.2,39.8,40.9,0.5,46.3,0.8,1.2,0.2,0.1,0.9,0.3,0
William Avery,59,8.2,3.1,30.9,33.9,0.4,66.7,0.1,0.5,1.5,0.2,0.0,0.7,0
Milt Palacio,53,7.4,1.8,43.9,44.4,0.4,59.5,0.3,0.6,0.9,0.4,0.0,0.8,1
Devean George,49,7.0,2.9,38.9,43.1,0.6,65.9,0.6,0.9,0.2,0.2,0.1,0.4,1
Lari Ketner,22,6.0,1.5,40.6,40.0,0.4,66.7,0.5,1.0,0.0,0.2,0.1,0.5,0
Jason Williams,50,36.1,12.3,37.4,45.5,1.6,75.2,0.3,2.8,6.0,1.9,0.0,2.9,1
Vince Carter,50,35.2,15.3,45.0,46.4,4.1,76.1,1.9,3.8,3.0,1.1,1.5,2.2,1
Mike Bibby,50,35.2,12.1,43.0,44.2,2.5,75.1,0.6,2.1,6.5,1.6,0.1,2.9,1
Paul Pierce,48,34.0,13.5,43.9,50.4,2.9,71.3,2.4,4.0,2.4,1.7,1.0,2.4,1
Elfrid Payton,82,30.4,8.6,42.5,43.6,1.4,55.1,1.3,3.0,6.5,1.7,0.2,2.5,0
Michael Dickerson,50,31.2,9.2,46.5,54.3,0.9,63.9,0.5,1.1,1.9,0.5,0.2,1.3,1
Jamie Feick,28,30.4,4.8,50.0,50.0,1.5,71.7,4.0,6.3,0.9,0.9,0.6,1.2,1
Jamie Feick,41,15.2,3.8,35.7,38.2,0.8,50.7,2.0,3.2,0.6,0.4,0.3,0.8,1
Cuttino Mobley,49,29.7,8.3,42.5,48.8,1.8,81.8,0.4,1.8,2.5,0.9,0.5,1.6,1
Tyrone Nesby,50,25.8,8.1,44.9,48.8,2.1,78.2,1.1,2.4,1.6,1.5,0.4,1.1,0
Antawn Jamison,47,22.5,8.4,45.2,45.8,1.9,58.8,2.8,3.6,0.7,0.8,0.3,1.4,1
Matt Harpring,50,22.3,6.4,46.3,48.4,2.0,71.3,1.8,2.5,0.9,0.6,0.1,1.5,1
Jabari Parker,25,29.5,10.5,49.0,50.5,1.8,69.7,2.0,3.5,1.7,1.2,0.2,1.9,0
Larry Hughes,50,19.8,8.3,41.1,42.2,2.1,70.9,1.7,2.1,1.5,0.9,0.3,1.4,1
Robert Traylor,49,16.0,4.1,53.7,53.7,0.9,53.8,1.6,2.1,0.8,0.9,0.9,0.9,1
Michael Doleac,49,15.9,5.4,46.8,48.1,1.1,67.5,1.3,1.7,0.4,0.4,0.3,0.5,1
Cory Carr,42,14.9,5.1,32.9,34.3,0.6,75.0,0.2,1.0,1.6,0.5,0.2,1.1,0
Keon Clark,28,14.6,2.9,45.0,44.8,0.8,56.8,1.3,2.1,0.4,0.4,1.1,0.8,1
Damon Jones,24,14.3,5.0,36.1,46.0,0.6,82.4,0.3,1.6,1.8,0.5,0.0,0.7,1
Pat Garrity,39,13.8,4.4,50.0,52.3,1.0,71.4,0.7,1.3,0.5,0.2,0.1,0.5,1
Marcus Smart,67,27.0,7.1,36.7,46.5,1.2,64.6,0.9,2.4,3.1,1.5,0.3,1.3,0
Bryce Drew,34,13.0,3.8,36.4,43.4,0.2,100.0,0.1,0.9,1.5,0.3,0.1,0.9,1
Jelani McCoy,26,12.7,2.9,73.7,75.9,0.8,50.0,1.0,2.0,0.2,0.4,0.8,0.4,1
Brad Miller,38,12.3,3.6,56.5,58.3,2.1,79.4,0.9,2.2,0.6,0.2,0.5,0.8,1
Ricky Davis,46,12.1,4.3,40.5,41.9,1.0,76.3,0.9,1.0,1.3,0.7,0.1,1.2,1
J.R. Henderson,30,11.0,3.2,36.5,39.1,0.8,55.6,0.7,0.9,0.7,0.3,0.1,0.6,0
Corey Benjamin,31,10.3,3.8,37.6,38.2,0.9,67.5,0.5,0.8,0.3,0.3,0.3,0.7,0
Roshown McLeod,34,10.2,4.8,38.0,37.5,1.1,82.2,0.4,1.1,0.4,0.1,0.0,0.7,0
Earl Boykins,22,10.0,3.6,38.0,40.3,0.1,66.7,0.3,0.5,1.5,0.3,0.0,0.9,1
Toby Bailey,27,9.2,3.2,39.5,40.6,0.3,69.2,0.9,1.1,0.5,0.3,0.1,0.4,0
Marlon Garnett,24,8.5,2.1,29.4,35.7,0.6,75.0,0.1,0.8,0.8,0.2,0.0,0.5,0
