Name,GP,MIN,FGA,FG%,EFG%,FTM,FT%,OREB,DREB,AST,STL,BLK,TOV,Target
Jordan Clarkson,59,25.0,10.1,44.8,47.5,2.2,82.9,0.9,2.3,3.5,0.9,0.2,1.6,0
Andrae Patterson,35,8.1,2.8,44.3,42.9,0.8,77.8,0.9,1.0,0.4,0.5,0.2,0.6,0
Gerald Brown,33,7.2,2.7,37.1,38.9,0.3,78.6,0.2,0.5,0.9,0.1,0.0,0.7,0
Ruben Patterson,24,6.0,2.1,41.2,42.9,0.9,71.0,0.7,0.5,0.1,0.2,0.1,0.5,1
Nazr Mohammed,26,4.7,1.6,35.7,37.5,0.5,57.1,0.7,0.7,0.1,0.2,0.1,0.5,1
Keith Van Horn,62,37.5,16.9,42.6,45.9,4.2,84.6,2.3,4.3,1.7,1.0,0.4,2.6,1
Ron Mercer,80,33.3,14.3,45.0,44.8,2.4,83.9,1.4,2.1,2.2,1.6,0.2,1.6,1
Brevin Knight,80,31.0,7.4,44.1,44.6,2.5,80.1,0.8,2.3,8.2,2.5,0.2,2.4,1
Cedric Henderson,82,30.8,8.8,48.0,47.7,1.7,71.6,0.9,3.1,2.0,1.2,0.6,2.0,1
Bobby Jackson,68,30.0,11.6,39.2,40.9,2.2,81.4,1.1,3.3,4.7,1.5,0.2,2.7,1
Zach LaVine,77,24.7,8.8,42.2,46.0,1.9,84.2,0.4,2.4,3.6,0.7,0.1,2.5,0
Anthony Johnson,77,29.4,7.9,37.1,39.9,1.0,72.7,0.7,1.6,4.3,0.8,0.1,1.6,1
Derek Anderson,66,27.9,8.9,40.8,42.1,4.2,87.3,0.8,2.0,3.4,1.3,0.2,1.9,1
Chauncey Billups,80,27.7,9.4,37.4,44.1,2.8,85.0,0.8,1.6,3.9,1.3,0.1,2.2,1
Antonio Daniels,74,26.4,7.4,41.6,42.6,1.5,65.9,0.3,1.6,4.5,0.7,0.1,2.2,1
Eric Washington,66,23.3,7.5,40.4,44.7,1.0,78.3,0.7,1.2,1.2,0.8,0.4,1.1,0
Tony Battie,65,23.2,8.1,44.6,44.4,1.1,70.2,2.1,3.3,0.9,0.8,1.1,1.5,1
Tim Thomas,77,23.1,8.9,44.7,49.4,2.2,74.0,1.4,2.4,1.2,0.7,0.2,1.5,1
Danny Fortson,80,22.6,7.6,45.2,46.1,3.3,77.6,2.3,3.3,1.0,0.6,0.4,2.0,1
Maurice Taylor,71,21.3,9.5,47.6,47.4,2.4,70.9,1.7,2.5,0.7,0.5,0.6,1.5,1
Lawrence Funderburke,52,21.0,7.5,49.0,49.3,2.1,67.9,1.5,3.0,1.2,0.4,0.3,1.2,1
Alvin Williams,54,19.8,5.2,44.3,46.2,1.2,72.2,0.4,1.1,1.9,0.7,0.1,1.1,1
Rodrick Rhodes,58,18.4,5.3,36.7,35.8,1.9,61.7,0.5,0.7,1.9,1.1,0.2,1.7,0
Tracy McGrady,64,18.4,6.2,45.0,46.8,1.2,71.2,1.6,2.6,1.5,0.8,0.9,1.0,1
Rick Brunson,38,16.4,3.7,34.8,43.2,1.1,67.7,0.4,1.1,2.6,0.7,0.1,1.4,1
Jerald Honeycutt,38,13.9,5.8,40.7,48.3,0.9,62.1,0.7,1.7,0.9,0.5,0.2,1.3,0
Kelvin Cato,74,13.6,3.1,42.8,41.9,1.2,68.8,1.2,2.2,0.3,0.4,1.3,0.6,1
Domantas Sabonis,34,21.1,6.0,43.9,51.7,0.1,57.1,0.5,3.1,1.3,0.6,0.5,1.1,0
Adreian Payne,32,23.1,6.9,41.4,40.6,0.9,65.2,1.5,3.6,0.9,0.6,0.3,1.4,0
Keith Closs,58,12.8,3.6,44.9,44.4,0.8,59.7,1.1,1.8,0.3,0.2,1.4,0.7,0
Kevin Ollie,35,12.3,2.8,37.8,39.3,1.4,70.0,0.3,0.9,1.9,0.4,0.0,1.3,1
Bubba Wells,39,10.1,3.0,41.4,40.0,0.8,72.1,0.6,1.2,0.9,0.4,0.1,0.8,0
John Thomas,54,9.9,2.1,48.7,47.6,0.8,75.9,0.9,1.1,0.3,0.4,0.2,0.8,1
Travis Williams,39,9.4,3.1,47.1,45.2,0.6,52.2,1.4,1.0,0.5,0.5,0.1,0.8,0
Jacque Vaughn,45,9.3,2.7,36.1,38.9,1.1,70.6,0.1,0.8,1.9,0.2,0.0,1.2,1
Chris Garner,38,7.7,1.8,32.9,36.1,0.1,42.9,0.2,0.4,1.2,0.6,0.1,0.7,0
Chris Crawford,40,6.4,2.8,41.8,42.9,1.4,83.8,0.5,0.5,0.2,0.3,0.2,0.5,1
Anthony Parker,37,5.3,1.7,39.7,47.1,0.4,65.0,0.2,0.5,0.5,0.3,0.1,0.3,1
Allen Iverson*,76,40.1,19.8,41.6,46.5,5.0,70.2,1.5,2.6,7.5,2.1,0.3,4.4,1
Kerry Kittles,82,36.7,14.5,42.6,49.3,2.1,77.1,1.3,2.6,3.0,1.9,0.4,1.6,1
Antoine Walker,82,36.2,16.5,42.5,44.2,2.8,63.1,3.5,5.5,3.2,1.3,0.7,2.8,1
Shareef Abdur-Rahim,80,35.0,15.2,45.3,45.7,4.8,74.6,2.7,4.2,2.2,1.0,1.0,2.8,1
Stephon Marbury,67,34.7,13.0,40.8,46.5,3.7,72.7,0.8,1.9,7.8,1.0,0.3,3.1,1
Ray Allen,82,30.9,11.1,43.0,49.5,2.5,82.3,1.2,2.8,2.6,0.9,0.1,1.8,1
Marcus Camby,63,30.1,12.3,48.2,48.8,2.9,69.3,2.1,4.2,1.5,1.1,2.1,2.1,1
Matt Maloney,82,29.1,7.5,44.1,56.7,0.9,76.3,0.2,1.7,3.7,1.0,0.0,1.5,1
Lorenzen Wright,77,25.1,6.4,48.1,48.4,1.1,58.7,2.7,3.4,0.6,0.6,0.8,1.0,1
K.J. McDaniels,62,21.8,7.0,39.6,45.0,1.6,75.2,1.0,2.2,1.2,0.7,1.1,1.7,0
Dean Garrett,68,24.5,5.7,57.3,57.9,1.4,69.6,2.2,5.1,0.6,0.6,1.4,0.5,1
Chris Robinson,41,16.6,4.4,37.9,47.7,0.4,61.5,0.6,1.2,1.6,0.7,0.2,0.8,0
Shandon Anderson,65,16.4,4.9,46.2,51.0,1.0,68.7,0.8,2.0,0.8,0.4,0.1,1.1,1
Travis Knight,71,16.3,3.9,50.9,51.3,0.9,62.0,1.8,2.7,0.5,0.4,0.8,0.7,1
Kobe Bryant,71,15.5,5.9,41.7,48.3,1.9,81.9,0.7,1.2,1.3,0.7,0.3,1.6,1
Randy Livingston,64,15.3,3.6,43.7,45.8,0.7,64.6,0.5,1.0,2.4,0.6,0.2,1.6,1
Othella Harrington,57,15.1,3.6,54.9,55.6,0.9,60.5,1.3,2.2,0.3,0.2,0.4,1.0,1
Erick Dampier,72,14.6,4.7,39.0,38.3,1.5,63.7,1.3,2.8,0.6,0.3,1.0,1.2,1
Rodney Hood,50,21.3,7.5,41.4,49.3,1.2,76.3,0.2,2.2,1.7,0.6,0.2,0.9,0
Tony Delk,61,14.2,4.2,46.5,58.3,0.7,82.4,0.5,1.1,1.6,0.6,0.1,1.1,1
Samaki Walker,43,14.0,4.3,44.4,44.2,1.1,64.9,1.1,2.3,0.4,0.3,0.5,0.9,1
Todd Fuller,75,12.7,3.5,42.9,42.9,1.0,69.1,1.4,1.9,0.3,0.1,0.3,0.7,1
John Wallace,68,11.6,3.5,51.7,51.4,1.2,71.8,0.8,1.5,0.5,0.3,0.4,1.1,1
Derek Fisher,80,11.5,3.3,39.7,43.9,1.0,65.8,0.3,0.9,1.5,0.5,0.1,0.9,1
Ray Owes,57,10.4,3.2,41.7,40.6,0.5,56.5,1.1,1.7,0.3,0.3,0.3,0.4,0
Jermaine O'Neal,45,10.2,3.4,45.1,44.1,1.0,60.3,0.9,1.9,0.2,0.0,0.6,0.6,1
Malik Rose,54,9.7,2.4,47.7,45.8,0.7,61.3,1.3,1.7,0.6,0.5,0.3,0.8,1
Brett Szabo,70,9.5,1.7,44.6,47.1,0.6,73.8,0.8,1.6,0.2,0.2,0.5,0.6,0
Jerami Grant,65,21.2,5.4,35.2,42.6,1.8,59.1,0.8,2.3,1.2,0.6,1.1,1.3,0
Darvin Ham,36,8.8,1.7,53.2,52.9,0.5,48.6,0.8,0.8,0.4,0.3,0.2,0.6,1
Steve Hamer,35,7.7,1.6,52.6,56.2,0.5,55.2,0.5,1.2,0.2,0.1,0.1,0.4,0
Walter McCarty,35,5.5,1.9,38.2,39.5,0.2,57.1,0.2,0.4,0.4,0.2,0.3,0.5,1
Priest Lauderdale,35,5.1,2.5,55.1,56.0,0.4,56.5,0.5,0.8,0.3,0.0,0.3,1.1,0
Damon Stoudamire,70,40.9,16.1,42.6,48.8,3.4,79.7,0.8,3.2,9.3,1.4,0.3,3.8,1
Michael Finley,82,39.2,11.9,47.6,50.8,3.0,74.9,1.7,2.9,3.5,1.0,0.4,1.6,1
Jerry Stackhouse,72,37.5,15.2,41.4,45.7,5.4,74.7,1.3,2.4,3.9,1.1,1.1,3.5,1
Joe Smith,82,34.4,12.5,45.8,46.0,3.7,77.3,3.7,5.1,1.0,1.0,1.6,1.7,1
Bryant Reeves,77,31.9,11.4,45.7,45.6,2.8,73.2,2.3,5.1,1.4,0.6,0.7,2.0,1
Tyus Edney,80,31.0,9.3,41.2,44.6,2.5,78.2,0.8,1.7,6.1,1.1,0.0,2.4,0
Antonio McDyess,76,30.0,11.6,48.5,48.3,2.2,68.3,3.0,4.5,1.0,0.7,1.5,2.0,1
Kevin Garnett,80,28.7,9.2,49.1,49.5,1.3,70.5,2.2,4.1,1.8,1.1,1.6,1.4,1
Rasheed Wallace,65,27.5,8.7,48.7,50.6,1.2,65.0,1.4,3.2,1.3,0.7,0.8,1.6,1
Brent Barry,79,24.0,7.6,47.4,57.9,1.4,81.0,0.5,1.6,2.9,1.2,0.3,1.5,1
Eric Williams,64,23.0,8.5,44.1,44.7,3.1,67.1,1.4,2.0,1.1,0.9,0.2,1.4,1
Kurt Thomas,74,22.4,7.4,50.1,50.0,1.6,66.3,1.6,4.3,0.6,0.6,0.5,1.3,1
Ashraf Amaya,54,20.4,4.7,48.0,46.8,1.8,65.1,2.1,3.5,0.6,0.4,0.2,1.1,0
Alan Henderson,79,17.9,5.5,44.2,43.6,1.5,59.5,2.1,2.4,0.6,0.6,0.5,1.1,1
Gary Trent,69,17.7,6.2,51.3,51.6,1.1,55.3,1.2,2.2,0.7,0.4,0.2,1.3,1
Loren Meyer,72,17.6,4.6,43.9,43.5,1.0,68.6,1.6,2.8,0.8,0.3,0.4,0.9,0
Theo Ratliff,75,17.4,3.1,55.7,54.8,1.1,70.8,1.5,2.5,0.2,0.2,1.6,0.8,1
Anthony Goldwire,42,14.8,4.5,40.2,48.9,1.1,76.7,0.2,0.8,2.7,0.4,0.0,1.5,1
Bob Sura,79,14.6,4.6,41.1,44.6,1.3,70.2,0.4,1.3,2.9,0.7,0.3,1.5,1
Don Reid,69,14.4,2.7,56.7,55.6,0.7,66.2,1.1,1.8,0.2,0.7,0.6,0.6,1
Jimmy King,62,14.0,4.1,43.1,45.1,0.9,70.1,0.7,1.1,1.4,0.3,0.2,1.0,0
Shawn Respert,62,13.6,4.7,38.7,45.7,0.6,83.3,0.5,0.7,1.1,0.5,0.1,0.7,0
Shabazz Napier,51,19.8,4.5,38.2,46.7,0.9,78.6,0.3,1.9,2.5,0.8,0.1,1.6,0
Cherokee Parks,64,13.6,3.9,40.9,42.3,0.6,66.1,1.0,2.3,0.5,0.4,0.5,0.5,1
Lawrence Moten,44,13.0,5.6,45.3,48.2,1.1,65.3,0.8,0.6,1.1,0.7,0.2,1.0,0
Greg Ostertag,57,11.6,3.2,47.3,46.9,0.6,66.7,1.0,2.1,0.1,0.1,1.1,0.4,1
Corliss Williamson,53,11.5,5.1,46.6,47.1,0.9,56.0,1.1,1.1,0.4,0.2,0.2,1.4,1
Terrence Rencher,36,11.3,2.8,33.0,37.5,0.9,67.4,0.3,1.0,1.5,0.4,0.1,1.2,0
Chris Carr,60,9.8,3.6,41.5,44.4,0.8,81.7,0.5,1.3,0.7,0.2,0.1,0.7,1
Travis Best,59,9.7,2.8,42.3,44.6,1.3,83.3,0.2,0.6,1.6,0.3,0.1,1.1,1
Jason Caffey,57,9.6,2.8,43.8,42.9,0.7,58.8,0.9,1.1,0.4,0.2,0.1,0.8,1
Elijah Millsap,47,19.7,5.1,34.0,39.2,1.2,67.4,0.6,2.6,1.2,1.2,0.3,1.4,0
Eric Snow,43,9.0,2.3,42.0,43.5,0.7,59.2,0.2,0.8,1.7,0.7,0.0,0.9,1
Jerome Allen,41,8.8,2.6,34.3,38.5,0.6,72.2,0.1,0.5,1.2,0.5,0.1,0.8,0
Junior Burrough,61,8.1,2.8,37.6,35.7,1.0,65.6,0.7,1.0,0.2,0.3,0.2,0.7,0
Lou Roe,49,7.6,1.8,35.6,38.9,0.5,75.0,0.6,1.0,0.3,0.2,0.2,0.3,0
Marques Bragg,53,7.0,2.3,45.0,43.5,0.4,56.1,0.7,0.8,0.2,0.3,0.1,0.5,0
Todd Mundt,33,4.6,1.2,39.0,41.7,0.2,62.5,0.3,0.5,0.1,0.1,0.1,0.1,0
Grant Hill,70,38.3,15.2,47.7,48.4,5.3,73.2,1.8,4.6,5.0,1.8,0.9,2.9,1
Glenn Robinson,80,37.0,17.6,45.1,48.6,5.0,79.6,2.1,4.3,2.5,1.4,0.3,3.9,1
Juwan Howard,65,36.1,14.3,48.9,49.0,3.0,66.4,2.8,5.6,2.5,0.8,0.2,2.5,1
Tarik Black,63,19.0,4.3,57.5,58.1,1.0,55.1,2.3,3.6,0.7,0.3,0.4,0.8,0
Jason Kidd,79,33.8,10.8,38.5,43.1,2.4,69.8,1.9,3.5,7.7,1.9,0.3,3.2,1
Lamond Murray,81,31.6,13.5,40.2,43.0,2.5,75.4,1.6,2.7,1.6,0.9,0.7,2.0,1
Eddie Jones,64,31.0,11.6,46.0,51.7,1.9,72.2,1.2,2.7,2.0,2.0,0.6,1.2,1
Eric Montross,78,29.7,7.4,53.4,52.7,2.1,63.5,2.5,4.7,0.5,0.4,0.8,1.4,1
Donyell Marshall,72,29.0,12.2,39.4,43.4,2.0,66.2,1.9,3.7,1.5,0.6,1.2,1.6,1
Brian Grant,80,28.6,10.1,51.1,51.5,2.9,63.6,2.6,4.9,1.2,0.6,1.4,2.0,1
Sharone Wright,79,25.9,9.8,46.5,46.9,2.3,64.5,2.4,3.6,0.6,0.5,1.3,1.9,0
Wesley Person,78,23.1,8.2,48.4,57.9,1.0,79.2,0.9,1.7,1.3,0.6,0.3,1.0,1
Clifford Rozier,66,22.6,5.9,48.5,49.2,1.0,44.7,3.0,4.3,0.7,0.5,0.6,1.4,0
Jalen Rose,81,22.2,6.2,45.4,48.4,2.1,73.9,0.7,2.0,4.8,0.8,0.3,2.0,1
Tyler Johnson,32,18.8,5.2,41.9,48.1,1.0,68.1,0.4,2.1,1.3,1.0,0.3,0.9,0
Khalid Reeves,67,21.8,6.9,44.3,52.2,2.1,71.4,0.8,2.0,4.3,1.1,0.1,2.0,1
Chris Childs,53,19.3,5.3,38.0,45.3,1.0,75.3,0.3,1.0,4.1,0.8,0.1,1.4,1
Aaron McKie,45,18.4,5.8,44.4,46.6,1.1,68.5,0.8,2.1,2.0,0.8,0.4,0.9,1
Ryan Lorthridge,37,18.2,6.0,47.5,49.2,1.5,64.8,0.6,1.3,2.7,0.8,0.0,1.5,0
Derrick Alston,64,16.1,4.0,46.5,47.5,0.9,49.2,1.5,1.9,0.5,0.6,0.6,0.8,0
Anthony Tucker,62,15.8,3.4,45.7,44.1,0.8,61.4,0.7,2.0,1.1,0.7,0.2,0.9,0
Greg Minor,63,15.0,4.8,51.5,52.1,1.0,83.3,0.8,1.4,1.0,0.5,0.3,0.7,1
Eric Piatkowski,81,14.9,5.6,44.1,52.7,1.1,78.3,0.8,0.9,1.0,0.5,0.2,0.8,1
B.J. Tyler,55,14.7,3.4,38.1,42.6,0.6,70.0,0.2,0.9,3.2,0.7,0.0,1.8,0
Eric Mobley,46,12.8,2.9,59.1,58.6,0.5,48.9,1.2,2.1,0.5,0.2,0.6,0.5,0
Monty Williams,41,12.3,3.2,45.1,46.9,0.4,44.7,1.0,1.4,1.2,0.5,0.1,1.0,1
Anthony Miller,46,11.5,2.9,53.0,51.7,1.0,61.8,1.5,1.8,0.8,0.4,0.1,0.8,1
Howard Eisley,49,11.3,2.5,32.8,36.0,0.6,77.5,0.2,0.7,1.9,0.4,0.1,1.0,1
Bill Curley,53,11.2,2.5,43.3,44.0,0.5,75.0,1.0,1.3,0.5,0.4,0.4,0.5,1
Jamie Watson,60,11.2,2.5,50.0,54.0,0.6,67.9,0.3,1.0,1.0,0.6,0.2,0.8,0
Tony Dumas,58,10.6,4.3,38.4,44.2,0.9,64.9,0.6,0.5,1.0,0.2,0.1,0.9,0
Dickey Simpkins,59,9.9,3.1,42.4,41.9,0.8,69.4,1.0,1.5,0.6,0.2,0.1,0.8,1
Jim McIlvaine,55,9.7,1.3,47.9,46.2,0.5,68.3,0.7,1.2,0.2,0.2,1.1,0.3,1
Dwayne Morton,41,9.6,3.1,38.8,41.9,1.4,68.2,0.5,0.9,0.4,0.3,0.4,0.7,0
Darrin Hancock,46,9.2,2.6,56.2,57.7,0.3,41.0,0.3,0.8,0.7,0.4,0.1,0.7,0
Tim Breaux,42,8.1,2.9,37.2,39.7,0.8,65.3,0.4,0.4,0.4,0.3,0.1,0.4,0
Trevor Ruffin,49,6.5,4.0,42.6,52.5,0.6,71.1,0.2,0.3,1.0,0.3,0.0,1.0,0
Brooks Thompson,38,6.5,3.0,39.5,48.3,0.2,66.7,0.2,0.4,1.1,0.3,0.1,0.7,0
Anfernee Hardaway,82,36.8,13.3,46.6,48.9,3.0,74.2,2.3,3.0,6.6,2.3,0.6,3.6,1
Jamal Mashburn,79,36.7,17.5,40.6,43.7,3.9,69.9,1.4,3.1,3.4,1.1,0.2,3.1,1
Nick Van Exel,81,33.3,13.0,39.4,45.0,1.9,78.1,0.6,2.4,5.8,1.1,0.1,1.8,1
Chris Webber,76,32.1,13.6,55.2,55.1,2.5,53.2,4.0,5.1,3.6,1.2,2.2,2.7,1
Aaron Gordon,47,17.0,4.4,44.7,48.9,0.9,72.1,1.0,2.6,0.7,0.5,0.5,0.8,0
Vin Baker,82,31.2,10.6,50.1,50.0,2.9,56.9,3.4,4.2,2.0,0.7,1.4,2.0,1
Isaiah Rider,79,30.6,14.1,46.8,49.3,2.7,81.1,1.5,2.5,2.6,0.7,0.3,2.8,1
Lindsey Hunter,82,26.5,10.9,37.5,41.3,1.3,73.2,0.6,1.7,4.8,1.5,0.1,2.2,1
Chris Mills,79,25.6,8.6,41.9,44.8,1.7,77.8,1.7,3.4,1.6,0.7,0.6,1.1,1
George Lynch,71,24.8,8.1,50.8,50.6,1.4,59.6,3.1,2.7,1.4,1.4,0.4,1.2,1
P.J. Brown,79,24.7,5.1,41.5,41.2,1.5,75.7,2.4,3.9,1.2,0.9,1.2,0.9,1
Calbert Cheaney,65,24.7,10.7,47.0,46.7,1.9,77.0,1.4,1.6,1.9,1.0,0.1,1.7,1
Bo Outlaw,37,23.5,4.5,58.7,57.8,1.6,59.2,2.2,3.5,1.0,1.0,1.0,0.8,1
Popeye Jones,81,21.9,5.0,47.9,48.0,1.0,72.9,3.7,3.8,1.2,0.8,0.4,1.2,1
Antonio Davis,81,21.4,5.2,50.8,51.9,2.4,64.2,2.3,3.9,0.7,0.6,1.0,1.3,1
Allan Houston,79,19.2,8.5,40.5,42.4,1.1,82.4,0.2,1.3,1.3,0.4,0.2,1.3,1
Harold Ellis,49,18.8,6.0,54.5,53.3,2.2,71.1,1.9,1.2,0.6,1.5,0.0,0.9,0
Rodney Rogers,79,17.8,6.9,43.9,46.4,1.6,67.2,1.1,1.7,1.3,0.8,0.6,1.7,1
Mitchell Butler,75,17.6,5.6,49.5,50.0,1.4,57.8,1.4,1.6,1.0,0.7,0.3,1.2,1
Sam Cassell,66,17.0,5.9,41.8,45.8,1.4,84.1,0.4,1.7,2.9,0.9,0.1,1.4,1
Bryon Russell,67,16.7,4.2,48.4,47.6,0.9,61.4,0.9,1.8,0.8,1.0,0.3,0.8,1
Darren Morningstar,23,16.0,3.6,47.6,47.2,0.8,60.0,1.3,2.2,0.7,0.6,0.1,0.8,0
Markel Brown,47,16.6,4.5,36.2,40.0,1.0,82.5,0.3,1.9,0.8,0.7,0.3,0.6,0
Acie Earl,74,15.5,5.0,40.6,40.0,1.5,67.5,1.1,2.2,0.2,0.3,0.7,1.0,0
Lucious Harris,77,15.1,5.0,42.1,43.0,1.1,73.1,0.6,1.5,1.4,0.6,0.1,1.0,1
Scott Burrell,51,15.0,4.6,41.9,41.3,0.9,65.7,0.9,1.7,1.2,0.7,0.3,0.9,1
Warren Kidd,68,13.0,2.5,59.2,60.0,0.7,54.7,1.1,2.3,0.3,0.3,0.3,0.7,0
Greg Graham,70,12.7,4.4,40.0,38.6,1.3,83.6,0.3,0.9,0.9,0.9,0.1,0.9,1
Mike Peplowski,55,12.1,2.6,53.9,53.8,0.4,54.5,0.9,2.2,0.4,0.3,0.5,0.6,0
Terry Dehere,64,11.9,5.3,37.7,41.5,1.0,75.3,0.4,0.7,1.2,0.4,0.1,0.9,1
James Robinson,58,11.6,4.9,36.5,40.8,0.8,67.2,0.6,0.8,1.2,0.5,0.3,0.9,1
Corie Blount,67,10.3,2.6,43.7,42.3,0.7,61.3,1.1,1.8,0.8,0.3,0.5,0.8,1
Cleanthony Early,39,16.6,5.5,35.5,40.0,0.9,75.0,0.6,1.9,0.9,0.6,0.3,1.0,0
David Wesley,60,9.0,2.9,36.8,41.4,0.7,83.0,0.2,0.6,2.1,0.6,0.1,0.9,1
Chris Whitney,40,8.5,2.1,30.5,35.7,0.3,80.0,0.1,0.6,1.3,0.3,0.0,0.9,1
Rex Walters,48,8.0,2.4,52.2,60.4,0.6,82.4,0.1,0.7,1.5,0.3,0.1,0.6,1
Darnell Mee,38,7.5,2.3,31.8,32.6,0.3,44.4,0.4,0.5,0.4,0.4,0.3,0.5,0
Josh Grant,53,7.2,2.8,40.4,44.6,0.4,75.9,0.5,1.2,0.5,0.3,0.1,0.6,0
Ervin Johnson,45,6.2,2.4,41.5,41.7,0.6,63.0,1.1,1.6,0.2,0.2,0.5,0.5,1
Brian Davis,68,5.5,1.9,31.7,31.6,0.7,73.5,0.3,0.5,0.3,0.2,0.1,0.3,0
Eric Riley,47,4.7,1.5,48.6,46.7,0.4,54.1,0.5,0.7,0.2,0.1,0.2,0.3,1
Shaquille O'Neal*,81,37.9,16.1,56.2,55.9,5.3,59.2,4.2,9.6,1.9,0.7,3.5,3.8,1
Latrell Sprewell,77,35.6,12.6,46.4,49.6,2.7,74.6,1.0,2.5,3.8,1.6,0.7,2.6,1
Christian Laettner,81,34.9,13.1,47.4,47.3,5.7,83.5,2.1,6.6,2.8,1.3,1.0,3.4,1
Tom Gugliotta,81,34.5,14.0,42.6,44.6,2.2,64.4,2.7,6.9,3.8,1.6,0.4,2.8,1
Alonzo Mourning*,78,33.9,14.3,51.1,51.0,6.3,78.1,3.4,6.9,1.0,0.3,3.5,3.0,1
LaPhonso Ellis,82,33.5,11.7,50.4,50.4,2.9,74.8,3.3,5.7,1.8,0.9,1.4,1.9,1
Clarence Weatherspoon,82,32.4,12.8,46.9,46.9,3.5,71.3,2.2,5.0,1.8,1.0,0.8,2.1,1
Robert Horry,79,29.5,8.6,47.4,48.8,1.8,71.5,1.4,3.5,2.4,1.0,1.1,2.0,1
Sean Rooks,72,29.0,10.4,49.3,49.0,3.3,60.2,2.7,4.7,1.3,0.5,1.1,2.2,1
Walt Williams,59,28.4,13.9,43.5,47.5,3.8,74.2,1.9,2.5,3.0,1.1,0.5,3.0,1
Anthony Avent,82,27.9,9.8,43.3,42.9,1.4,65.1,2.2,4.0,1.1,0.7,0.9,1.7,1
Richard Dumas,48,27.5,12.0,52.4,52.5,3.2,70.7,2.1,2.6,1.3,1.8,0.8,1.9,0
Todd Day,71,27.2,11.7,43.2,46.2,3.0,71.7,2.0,2.1,1.6,1.1,0.7,1.7,1
Bryant Stith,39,22.2,7.1,44.6,45.1,2.5,83.2,1.0,2.2,1.3,0.6,0.1,1.1,1
Doug Overton,45,22.0,7.2,47.1,47.9,1.3,72.8,0.6,1.8,3.5,0.7,0.1,1.6,1
Anthony Peeler,77,21.5,8.2,46.8,51.2,2.1,78.6,0.8,1.5,2.2,0.8,0.2,1.6,1
Walter Bond,74,21.3,7.6,40.2,41.4,1.7,77.2,0.7,1.9,1.6,1.0,0.2,1.5,0
Andre Spencer,20,21.1,8.2,44.8,45.1,2.1,75.9,1.9,2.2,1.2,0.8,0.3,1.3,0
Lloyd Daniels,77,20.4,8.4,44.3,48.8,0.9,72.7,1.1,1.7,1.9,0.5,0.4,1.3,1
Oliver Miller,56,19.1,4.6,47.5,47.8,1.3,71.0,1.3,3.7,2.1,0.7,1.8,1.9,1
Harold Miner,73,18.9,8.4,47.5,47.6,2.2,76.2,1.0,1.0,1.0,0.5,0.1,1.3,0
T.J. Warren,40,15.4,5.4,52.8,52.8,0.4,73.7,1.0,1.1,0.6,0.5,0.2,0.7,0
Adam Keefe,82,18.9,4.6,50.0,50.0,2.0,70.0,2.1,3.2,1.0,0.7,0.2,1.2,1
Lee Mayberry,82,18.3,4.6,45.6,51.1,0.5,57.4,0.3,1.1,3.3,0.7,0.1,1.0,1
Hubert Davis,50,16.3,5.0,43.8,45.0,0.9,79.6,0.3,0.9,1.7,0.4,0.1,0.9,1
Byron Houston,79,16.1,4.1,44.6,43.9,1.6,66.5,1.5,2.5,0.9,0.6,0.5,1.1,0
Chris Smith,80,15.8,3.6,43.3,44.4,1.2,79.2,0.4,0.8,2.5,0.6,0.2,0.8,0
Brent Price,68,12.6,4.1,35.8,37.8,0.8,79.4,0.4,1.1,2.3,0.8,0.0,1.3,1
Marlon Maxey,43,12.1,3.9,55.0,56.4,1.0,64.3,1.5,2.3,0.3,0.3,0.4,0.9,0
Litterial Green,52,12.0,3.8,43.9,44.7,1.2,62.5,0.2,0.4,2.2,0.4,0.1,0.8,1
Jon Barry,47,11.7,4.4,36.9,40.9,0.7,67.3,0.2,0.7,1.4,0.7,0.1,0.9,1
